ID_CRIPTO,Soma de NR_POSICAO_RANK,DS_SIGLA_ATIVO,NM_ATIVO,Soma de QT_EM_CIRCULACAO,Soma de QT_MAXIMA_EMISSAO,Soma de VL_CAPITALIZACAO_MERCADO,Soma de VL_VOLUME_24H,Soma de VL_PRECO_ATUAL,Soma de PC_VARIACAO_24H,Soma de VL_PRECO_MEDIO_24H,LINK_EXPLORADOR,DT_CONSULTA_CRYPTO,ID_EXCHANGE,ID_ATIVO_BASE,ID_ATIVO_COTACAO,SIGLA_ATIVO_BASE,SIGLA_ATIVO_COTACAO,Soma de VL_PRECO_MERCADO,Soma de VL_VOLUME_24H_MERCADO,Soma de PC_VOLUME_MERCADO,DT_CONSULTA_MARKET,Soma de BTC_PRECO,BTC_DATA_HORA,Soma de ETH_PRECO,ETH_DATA_HORA,Soma de BNB_PRECO,BNB_DATA_HORA
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,AscendEX (Bitmax),binance-coin,tether,BNB,USDT,"$594,02","$23016863,90","10,23%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Bibox,binance-coin,tether,BNB,USDT,"$604,89","$5217263,18","2,32%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Bilaxy,binance-coin,tether,BNB,USDT,"$594,27","$6916723,15","3,07%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance,binance-coin,bitcoin,BNB,BTC,"$594,55","$5437145,76","2,42%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance,binance-coin,brazilian-real,BNB,BRL,"$599,56","$141170,57","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance,binance-coin,ethereum,BNB,ETH,"$597,52","$1934500,40","0,86%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance,binance-coin,euro,BNB,EUR,"$595,61","$582555,45","0,26%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance,binance-coin,tether,BNB,USDT,"$594,45","$109876540,67","48,85%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance,binance-coin,usd-coin,BNB,USDC,"$594,46","$24890131,15","11,07%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Binance.US,binance-coin,tether,BNB,USDT,"$594,28","$80617,87","0,04%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,BITGET,binance-coin,tether,BNB,USDT,"$594,82","$1071061,59","0,48%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,BITGET,binance-coin,usd-coin,BNB,USDC,"$594,80","$98750,48","0,04%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Bitkub,binance-coin,thai-baht,BNB,THB,"$593,04","$134953,30","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,BITMART,binance-coin,bitcoin,BNB,BTC,"$595,28","$126104,34","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,BITMART,binance-coin,tether,BNB,USDT,"$593,84","$1383390,09","0,62%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,BYBIT,binance-coin,tether,BNB,USDT,"$594,67","$4211453,93","1,87%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,BYBIT,binance-coin,usd-coin,BNB,USDC,"$594,50","$10508,80","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Cex,binance-coin,united-states-dollar,BNB,USD,"$636,60","$31,83","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Dex-Trade,binance-coin,ethereum,BNB,ETH,"$594,30","$13337,32","0,01%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Dex-Trade,binance-coin,tether,BNB,USDT,"$595,98","$871690,87","0,39%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Gate,binance-coin,tether,BNB,USDT,"$594,52","$5340028,77","2,37%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Gate,binance-coin,usd-coin,BNB,USDC,"$595,10","$116,40","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,HitBTC,binance-coin,ethereum,BNB,ETH,"$598,56","$129360,45","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,HitBTC,binance-coin,tether,BNB,USDT,"$594,09","$728906,95","0,32%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,HitBTC,binance-coin,usd-coin,BNB,USDC,"$603,95","$1815,78","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Indodax,binance-coin,indonesian-rupiah,BNB,IDR,"$604,38","$67927,33","0,03%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,KickEX,binance-coin,tether,BNB,USDT,"$594,46","$857830,54","0,38%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Kucoin,binance-coin,tether,BNB,USDT,"$594,02","$1601904,01","0,71%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,Kucoin,binance-coin,usd-coin,BNB,USDC,"$594,00","$48009,53","0,02%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,LBank,binance-coin,tether,BNB,USDT,"$597,92","$11711769,16","5,21%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,MEXC,binance-coin,tether,BNB,USDT,"$594,18","$7961711,38","3,54%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,MEXC,binance-coin,usd-coin,BNB,USDC,"$594,78","$49051,91","0,02%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,OKX,binance-coin,tether,BNB,USDT,"$594,82","$5649055,26","2,51%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,OKX,binance-coin,united-states-dollar,BNB,USD,"$594,90","$2720,91","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,PIONEX,binance-coin,bitcoin,BNB,BTC,"$594,91","$104639,28","0,05%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,PIONEX,binance-coin,ethereum,BNB,ETH,"$599,57","$11631,57","0,01%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,PIONEX,binance-coin,tether,BNB,USDT,"$594,73","$1466755,71","0,65%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86029753954,16","$229520400,98","$597,40","-0,92%","$605,38",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:32:51,ProBit,binance-coin,tether,BNB,USDT,"$596,67","$875461,92","0,39%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,AscendEX (Bitmax),binance-coin,tether,BNB,USDT,"$594,02","$23016863,90","10,23%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Bibox,binance-coin,tether,BNB,USDT,"$604,89","$5217263,18","2,32%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Bilaxy,binance-coin,tether,BNB,USDT,"$594,27","$6916723,15","3,07%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance,binance-coin,bitcoin,BNB,BTC,"$594,55","$5437145,76","2,42%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance,binance-coin,brazilian-real,BNB,BRL,"$599,56","$141170,57","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance,binance-coin,ethereum,BNB,ETH,"$597,52","$1934500,40","0,86%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance,binance-coin,euro,BNB,EUR,"$595,61","$582555,45","0,26%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance,binance-coin,tether,BNB,USDT,"$594,45","$109876540,67","48,85%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance,binance-coin,usd-coin,BNB,USDC,"$594,46","$24890131,15","11,07%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Binance.US,binance-coin,tether,BNB,USDT,"$594,28","$80617,87","0,04%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,BITGET,binance-coin,tether,BNB,USDT,"$594,82","$1071061,59","0,48%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,BITGET,binance-coin,usd-coin,BNB,USDC,"$594,80","$98750,48","0,04%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Bitkub,binance-coin,thai-baht,BNB,THB,"$593,04","$134953,30","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,BITMART,binance-coin,bitcoin,BNB,BTC,"$595,28","$126104,34","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,BITMART,binance-coin,tether,BNB,USDT,"$593,84","$1383390,09","0,62%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,BYBIT,binance-coin,tether,BNB,USDT,"$594,67","$4211453,93","1,87%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,BYBIT,binance-coin,usd-coin,BNB,USDC,"$594,50","$10508,80","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Cex,binance-coin,united-states-dollar,BNB,USD,"$636,60","$31,83","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Dex-Trade,binance-coin,ethereum,BNB,ETH,"$594,30","$13337,32","0,01%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Dex-Trade,binance-coin,tether,BNB,USDT,"$595,98","$871690,87","0,39%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Gate,binance-coin,tether,BNB,USDT,"$594,52","$5340028,77","2,37%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Gate,binance-coin,usd-coin,BNB,USDC,"$595,10","$116,40","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,HitBTC,binance-coin,ethereum,BNB,ETH,"$598,56","$129360,45","0,06%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,HitBTC,binance-coin,tether,BNB,USDT,"$594,09","$728906,95","0,32%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,HitBTC,binance-coin,usd-coin,BNB,USDC,"$603,95","$1815,78","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Indodax,binance-coin,indonesian-rupiah,BNB,IDR,"$604,38","$67927,33","0,03%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,KickEX,binance-coin,tether,BNB,USDT,"$594,46","$857830,54","0,38%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Kucoin,binance-coin,tether,BNB,USDT,"$594,02","$1601904,01","0,71%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,Kucoin,binance-coin,usd-coin,BNB,USDC,"$594,00","$48009,53","0,02%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,LBank,binance-coin,tether,BNB,USDT,"$597,92","$11711769,16","5,21%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,MEXC,binance-coin,tether,BNB,USDT,"$594,18","$7961711,38","3,54%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,MEXC,binance-coin,usd-coin,BNB,USDC,"$594,78","$49051,91","0,02%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,OKX,binance-coin,tether,BNB,USDT,"$594,82","$5649055,26","2,51%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,OKX,binance-coin,united-states-dollar,BNB,USD,"$594,90","$2720,91","0,00%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,PIONEX,binance-coin,bitcoin,BNB,BTC,"$594,91","$104639,28","0,05%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,PIONEX,binance-coin,ethereum,BNB,ETH,"$599,57","$11631,57","0,01%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,PIONEX,binance-coin,tether,BNB,USDT,"$594,73","$1466755,71","0,65%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86212310688,19","$221969203,03","$598,67","-0,66%","$605,42",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 19:02:54,ProBit,binance-coin,tether,BNB,USDT,"$596,67","$875461,92","0,39%",2025-03-30 19:15:02,,,,,,
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86429625429,47","$239141992,49","$600,18","-0,12%","$605,13",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 15:03:00,AscendEX (Bitmax),binance-coin,tether,BNB,USDT,"$601,57","$23414767,60","10,07%",2025-03-30 15:15:04,,,,,"$600,57",2025-03-30 15:00:00
binance-coin,5,BNB,BNB,"144006830,00","144006830,00","$86429625429,47","$239141992,49","$600,18","-0,12%","$605,13",https://etherscan.io/token/0xB8c77482e45F1F44dE1745F52C74426C631bDD52,2025-03-30 15:03:00,Bibox,binance-coin,tether,BNB,USDT,"$599,79","$5184069,33","2,23%",2025-03-30 15:15:04,,,,,"$600,57",2025-03-30 15:00:00
